month,airline_id,unique_carrier,carrier,carrier_name,carrier_group_new,sdomt_gallons,satl_gallons,spac_gallons,slat_gallons,sint_gallons,ts_gallons,tdomt_gallons,tint_gallons,total_gallons,sdomt_cost,satl_cost,spac_cost,slat_cost,sint_cost,ts_cost,tdomt_cost,tint_cost,total_cost,year
1,19874,8C,8C,Air Transport International,2,0,0,0,0,0,0,14998,662346,677344,0,0,0,0,0,0,52103,2254606,2306709,2015
1,20363,9E,9E,Endeavor Air Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1,20190,9S,9S,Southern Air Inc.,2,0,1951180,1971252,0,3922432,3922432,0,3922432,3922432,0,7063272,7135932,0,14199204,14199204,0,14199204,14199204,2015
1,19805,AA,AA,American Airlines Inc.,3,110155124,24287442,17010699,48202691,89500832,199655956,110395239,89593784,199989023,195473294,38616773,29544866,86877338,155038977,350512271,195881242,155240499,351121741,2015
1,20453,ABX,ABX,ABX Air Inc,2,25773,0,0,0,0,25773,25773,0,25773,47791,0,0,0,0,47791,47791,0,47791,2015
1,19930,AS,AS,Alaska Airlines Inc.,3,32978180,0,0,1251059,1251059,34229239,33038474,1251059,34289533,65623892,0,0,2215594,2215594,67839486,65732649,2215594,67948243,2015
1,20409,B6,B6,JetBlue Airways,3,44725469,0,0,10140197,10140197,54865666,44725469,10140197,54865666,90381642,0,0,20491403,20491403,110873045,90381642,20491403,110873045,2015
1,21167,CP,CP,Compass Airlines,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1,19790,DL,DL,Delta Air Lines Inc.,3,128505448,52573705,42509341,30945052,126028098,254533546,130116496,127400046,257516542,321234269,131422254,106263644,77355563,315041461,636275730,325715496,318471018,644186514,2015
1,20366,EV,EV,ExpressJet Airlines Inc.,3,102060,0,0,0,0,102060,102060,0,102060,323056,0,0,0,0,323056,323056,0,323056,2015
1,20436,F9,F9,Frontier Airlines Inc.,3,12592758,0,0,2284310,2284310,14877068,12669754,2300570,14970324,23101489,0,0,4549847,4549847,27651336,23283640,4585615,27869255,2015
1,20203,FCQ,FCQ,Falcon Air Express,1,0,0,0,0,0,0,0,114398,114398,0,0,0,0,0,0,0,265402,265402,2015
1,20107,FX,FX,Federal Express Corporation,3,56990489,11439989,19820050,2154046,33414085,90404574,58367165,34155405,92522570,96924000,21150000,41200000,4594000,66944000,163868000,99393000,68733000,168126000,2015
1,20368,G4,G4,Allegiant Air,2,10111041,0,0,0,0,10111041,10542221,0,10542221,19132987,0,0,0,0,19132987,20000259,0,20000259,2015
1,20500,G7,G7,GoJet Airlines LLC d/b/a United Express,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1,20166,GFQ,GFQ,Gulf And Caribbean Cargo,1,0,0,0,0,0,0,51222,112409,163631,0,0,0,0,0,0,116655,260061,376716,2015
1,20402,GL,GL,Miami Air International,2,0,0,0,0,0,0,352524,329418,681942,0,0,0,0,0,0,844471,789123,1633594,2015
1,19690,HA,HA,Hawaiian Airlines Inc.,3,13589456,0,6143375,0,6143375,19732831,13687831,6160141,19847972,25405720,0,12708895,0,12708895,38114615,25605676,12740628,38346304,2015
1,20310,WL,K8,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,0,0,0,0,0,0,27448,160956,188404,0,0,0,0,0,0,52700,309033,361733,2015
1,20370,KAQ,KAQ,Kalitta Air LLC,2,0,0,0,0,0,0,522211,1894420,2416631,0,0,0,0,0,0,977220,4084550,5061770,2015
1,21629,KD,KD,Western Global,1,0,0,0,0,0,0,28288,16791,45079,0,0,0,0,0,0,51547,58373,109920,2015
1,21634,KH,KH,Aloha Air Cargo,1,469255,0,0,0,0,469255,469255,0,469255,790721,0,0,0,0,790721,790721,0,790721,2015
1,20372,KLQ,KLQ,Kalitta Charters II,1,0,0,0,0,0,0,99972,40900,140872,0,0,0,0,0,0,243506,85454,328960,2015
1,20169,L2,L2,Lynden Air Cargo Airlines,1,78107,0,0,0,0,78107,101851,0,101851,166748,0,0,0,0,166748,229402,0,229402,2015
1,20151,M6,M6,Amerijet International,2,0,0,0,1335976,1335976,1335976,215314,1476051,1691365,0,0,0,2394275,2394275,2394275,385876,2645311,3031187,2015
1,20398,MQ,MQ,Envoy Air,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1,20405,N8,MRQ,"National Air Cargo Group, Inc. d/b/a Murray Air",1,0,0,0,0,0,0,0,410414,410414,0,0,0,0,0,0,0,1264265,1264265,2015
1,20108,NC,NC,Northern Air Cargo Inc.,1,302864,0,0,0,0,302864,329481,0,329481,558213,0,0,0,0,558213,606305,0,606305,2015
1,20416,NK,NK,Spirit Air Lines,3,17117251,0,0,1923270,1923270,19040521,17117251,1923270,19040521,34434751,0,0,3869039,3869039,38303790,34434751,3869039,38303790,2015
1,20304,OO,OO,SkyWest Airlines Inc.,3,4128871,0,0,0,0,4128871,4128871,0,4128871,8969786,0,0,0,0,8969786,8969786,0,8969786,2015
1,20177,PFQ,PFQ,Asia Pacific,1,0,0,0,0,0,0,0,332961,332961,0,0,0,0,0,0,0,862055,862055,2015
1,20100,PO,PO,Polar Air Cargo Airways,3,2545828,888316,10920534,0,11808850,14354678,2545828,11808850,14354678,4488091,2039193,20059074,0,22098267,26586358,4488091,22098267,26586358,2015
1,20149,PRQ,PRQ,Florida West Airlines Inc.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1,19687,QX,QX,Horizon Air,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1,20448,S5,S5,Shuttle America Corp.,2,6301599,0,0,0,0,6301599,6301599,0,6301599,10206564,0,0,0,0,10206564,10206564,0,10206564,2015
1,20422,SY,SY,Sun Country Airlines d/b/a MN Airlines,2,2756723,0,0,1323171,1323171,4079894,3243140,1586518,4829658,4990272,0,0,2483088,2483088,7473360,6151014,3000427,9151441,2015
1,20447,U7,U7,USA Jet Airlines Inc.,2,0,0,0,0,0,0,236043,8635,244678,0,0,0,0,0,0,413257,25046,438303,2015
1,19977,UA,UA,United Air Lines Inc.,3,107320509,52708715,56211091,28022429,136942235,244262744,108316645,137472732,245789377,187329301,98856737,106386576,52599803,257843116,445172417,189982976,258846726,448829702,2015
1,20355,US,US,US Airways Inc.,3,69739550,10615705,0,7509239,18124944,87864494,70101076,18215087,88316163,120874399,19367563,0,13620008,32987571,153861970,121510869,33158438,154669307,2015
1,21171,VX,VX,Virgin America,3,12398088,0,0,152809,152809,12550897,12441427,152809,12594236,23774320,0,0,272458,272458,24046778,23862346,272458,24134804,2015
1,20308,WE,WE,Centurion Cargo Inc.,2,0,0,0,0,0,0,0,354916,354916,0,0,0,0,0,0,0,589170,589170,2015
1,20195,WI,WI,Sky Lease Cargo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1,20287,WP,WP,Island Air Hawaii,1,150568,0,0,0,0,150568,150568,0,150568,328845,0,0,0,0,328845,328845,0,328845,2015
1,20377,X9,X9,Omni Air Express,2,0,0,0,0,0,0,387380,2409067,2796447,0,0,0,0,0,0,819859,8121133,8940992,2015
1,20207,XP,XP,XTRA Airways,1,0,0,0,0,0,0,83607,188572,272179,0,0,0,0,0,0,288444,650573,939017,2015
1,20378,YV,YV,Mesa Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1,20452,YX,YX,Republic Airlines,2,13863113,0,0,0,0,13863113,13863113,0,13863113,24606382,0,0,0,0,24606382,24606382,0,24606382,2015
1,20046,ZW,ZW,Air Wisconsin Airlines Corp,2,6472639,0,0,0,0,6472639,6472639,0,6472639,13048498,0,0,0,0,13048498,13048498,0,13048498,2015
1,19393,WN,WN,Southwest Airlines Co.,3,142391393,0,0,807870,807870,143199263,142638841,807870,143446711,277084552,0,0,1556082,1556082,278640634,277572951,1556082,279129033,2015
2,21236,0JQ,0JQ,Vision Airlines,1,0,0,0,0,0,0,84948,29688,114636,0,0,0,0,0,0,210221,76796,287017,2015
2,21352,0WQ,0WQ,Avjet Corporation,1,0,0,0,0,0,0,140626,9383,150009,0,0,0,0,0,0,450003,49918,499921,2015
2,20397,OH,16,PSA Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
2,21645,23Q,23Q,Sky King Inc.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
2,20408,5V,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,237005,0,0,0,0,237005,298662,0,298662,644031,0,0,0,0,644031,811576,0,811576,2015
2,19917,5X,5X,United Parcel Service,3,29373000,8677000,13343000,2802000,24822000,54195000,29373000,24822000,54195000,51153000,12849000,21695000,5107000,39651000,90804000,51153000,39651000,90804000,2015
2,20007,5Y,5Y,Atlas Air Inc.,3,0,0,0,0,0,0,5079212,21385554,26464766,0,0,0,0,0,0,11466813,47011189,58478002,2015
2,19874,8C,8C,Air Transport International,2,0,0,0,0,0,0,9496,628749,638245,0,0,0,0,0,0,30006,1912606,1942612,2015
2,20363,9E,9E,Endeavor Air Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
2,20190,9S,9S,Southern Air Inc.,2,0,2308955,2205069,0,4514024,4514024,0,4514024,4514024,0,8358417,7982350,0,16340767,16340767,0,16340767,16340767,2015
2,19805,AA,AA,American Airlines Inc.,3,97298868,21804292,14933053,42638653,79375998,176674866,97576429,79438951,177015380,172130135,31961400,23558175,81665381,137184956,309315091,172575868,137295310,309871178,2015
2,20453,ABX,ABX,ABX Air Inc,2,61286,0,0,0,0,61286,61286,0,61286,131055,0,0,0,0,131055,131055,0,131055,2015
2,19930,AS,AS,Alaska Airlines Inc.,3,30082836,0,0,1052155,1052155,31134991,30128072,1052155,31180227,58936604,0,0,2015150,2015150,60951754,59015538,2015150,61030688,2015
2,20409,B6,B6,JetBlue Airways,3,40953104,0,0,8624607,8624607,49577711,40953104,8624607,49577711,83605184,0,0,17607013,17607013,101212197,83605184,17607013,101212197,2015
2,21167,CP,CP,Compass Airlines,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
2,19790,DL,DL,Delta Air Lines Inc.,3,120217946,46053307,36981289,27305287,110339883,230557829,121680165,111655231,233335396,532108156,203840949,163686422,120858546,488385917,1020494073,538314852,494207904,1032522756,2015
2,20366,EV,EV,ExpressJet Airlines Inc.,3,86846,0,0,0,0,86846,86846,0,86846,261655,0,0,0,0,261655,261655,0,261655,2015
2,20436,F9,F9,Frontier Airlines Inc.,3,10934023,0,0,2362775,2362775,13296798,10984122,2380002,13364124,20297347,0,0,4755014,4755014,25052361,20407891,4789828,25197719,2015
2,20203,FCQ,FCQ,Falcon Air Express,1,0,0,0,0,0,0,36398,0,36398,0,0,0,0,0,0,97551,0,97551,2015
2,20107,FX,FX,Federal Express Corporation,3,53283824,11008730,17631568,1972234,30612532,83896356,55003750,31402153,86405903,91174000,19335000,29633000,4035000,53003000,144177000,94206000,54656000,148862000,2015
2,20368,G4,G4,Allegiant Air,2,10381712,0,0,0,0,10381712,10759142,0,10759142,20330861,0,0,0,0,20330861,21141186,0,21141186,2015
2,20500,G7,G7,GoJet Airlines LLC d/b/a United Express,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
2,20166,GFQ,GFQ,Gulf And Caribbean Cargo,1,0,0,0,0,0,0,182446,173954,356400,0,0,0,0,0,0,444142,441979,886121,2015
2,20402,GL,GL,Miami Air International,2,0,0,0,0,0,0,334987,209777,544764,0,0,0,0,0,0,842827,527796,1370623,2015
2,19690,HA,HA,Hawaiian Airlines Inc.,3,12228264,0,5484126,0,5484126,17712390,12290269,5509222,17799491,21830379,0,9863653,0,9863653,31694032,21937043,9920873,31857916,2015
2,20310,WL,K8,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,0,0,0,0,0,0,35508,206716,242224,0,0,0,0,0,0,68293,397581,465874,2015
2,20370,KAQ,KAQ,Kalitta Air LLC,2,0,0,0,0,0,0,1317997,3564308,4882305,0,0,0,0,0,0,2521290,6500657,9021947,2015
2,21629,KD,KD,Western Global,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
2,21634,KH,KH,Aloha Air Cargo,1,403514,0,0,0,0,403514,403514,0,403514,710735,0,0,0,0,710735,710735,0,710735,2015
2,20372,KLQ,KLQ,Kalitta Charters II,1,0,0,0,0,0,0,182243,43199,225442,0,0,0,0,0,0,447767,103645,551412,2015
2,20169,L2,L2,Lynden Air Cargo Airlines,1,77962,0,0,0,0,77962,113361,0,113361,177704,0,0,0,0,177704,285725,0,285725,2015
2,20151,M6,M6,Amerijet International,2,0,0,0,1362157,1362157,1362157,237776,1435829,1673605,0,0,0,2624728,2624728,2624728,458168,2766686,3224854,2015
2,20398,MQ,MQ,Envoy Air,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
2,20405,N8,MRQ,"National Air Cargo Group, Inc. d/b/a Murray Air",1,0,0,0,0,0,0,0,932050,932050,0,0,0,0,0,0,0,2522478,2522478,2015
2,20108,NC,NC,Northern Air Cargo Inc.,1,298456,0,0,0,0,298456,332106,14764,346870,578954,0,0,0,0,578954,646134,30516,676650,2015
2,20416,NK,NK,Spirit Air Lines,3,15936475,0,0,1653453,1653453,17589928,15936475,1653453,17589928,26120996,0,0,2710125,2710125,28831121,26120996,2710125,28831121,2015
2,20304,OO,OO,SkyWest Airlines Inc.,3,3725601,0,0,0,0,3725601,3725601,0,3725601,8198360,0,0,0,0,8198360,8198360,0,8198360,2015
2,20177,PFQ,PFQ,Asia Pacific,1,0,0,0,0,0,0,0,328123,328123,0,0,0,0,0,0,0,796900,796900,2015
2,20100,PO,PO,Polar Air Cargo Airways,3,2407727,572008,9444663,0,10016671,12424398,2407727,10016671,12424398,4471547,1384061,15385311,0,16769372,21240919,4471547,16769372,21240919,2015
2,20149,PRQ,PRQ,Florida West Airlines Inc.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
2,19687,QX,QX,Horizon Air,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
2,20448,S5,S5,Shuttle America Corp.,2,5497778,0,0,0,0,5497778,5497778,0,5497778,9620083,0,0,0,0,9620083,9620083,0,9620083,2015
2,20422,SY,SY,Sun Country Airlines d/b/a MN Airlines,2,2625619,0,0,1831247,1831247,4456866,2907461,2047265,4954726,4992997,0,0,3639409,3639409,8632406,5659510,4125585,9785095,2015
2,20447,U7,U7,USA Jet Airlines Inc.,2,0,0,0,0,0,0,291480,912,292392,0,0,0,0,0,0,547982,2401,550383,2015
2,19977,UA,UA,United Air Lines Inc.,3,99629733,47251755,48977839,24952659,121182253,220811986,100583635,121857919,222441554,171050900,80081587,83423944,44361951,207867482,378918382,172659643,209019702,381679345,2015
2,20355,US,US,US Airways Inc.,3,62228114,8943149,0,6663234,15606383,77834497,62630489,15669706,78300195,104324153,15221159,0,11764288,26985447,131309600,104998541,27097893,132096434,2015
2,21171,VX,VX,Virgin America,3,10780992,0,0,143659,143659,10924651,10884444,143659,11028103,19633001,0,0,275440,275440,19908441,19821416,275440,20096856,2015
2,20308,WE,WE,Centurion Cargo Inc.,2,0,0,0,0,0,0,0,416683,416683,0,0,0,0,0,0,0,704291,704291,2015
2,20195,WI,WI,Sky Lease Cargo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
2,20287,WP,WP,Island Air Hawaii,1,142475,0,0,0,0,142475,142475,0,142475,290526,0,0,0,0,290526,290526,0,290526,2015
2,20377,X9,X9,Omni Air Express,2,0,0,0,0,0,0,355811,2289076,2644887,0,0,0,0,0,0,724224,6911696,7635920,2015
2,20207,XP,XP,XTRA Airways,1,0,0,0,0,0,0,78986,226490,305476,0,0,0,0,0,0,225900,647761,873661,2015
2,20378,YV,YV,Mesa Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
2,20452,YX,YX,Republic Airlines,2,12748014,0,0,0,0,12748014,12748014,0,12748014,22851411,0,0,0,0,22851411,22851411,0,22851411,2015
2,20046,ZW,ZW,Air Wisconsin Airlines Corp,2,5878909,0,0,0,0,5878909,5878909,0,5878909,11422884,0,0,0,0,11422884,11422884,0,11422884,2015
2,19393,WN,WN,Southwest Airlines Co.,3,127521180,0,0,772166,772166,128293346,127748054,772166,128520220,246070047,0,0,1564236,1564236,247634283,246517847,1564236,248082083,2015
3,21236,0JQ,0JQ,Vision Airlines,1,0,0,0,0,0,0,0,149766,149766,0,0,0,0,0,0,0,384513,384513,2015
3,21352,0WQ,0WQ,Avjet Corporation,1,0,0,0,0,0,0,169629,18672,188301,0,0,0,0,0,0,547902,60497,608399,2015
3,20397,OH,16,PSA Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
3,21645,23Q,23Q,Sky King Inc.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
3,20408,5V,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,294110,0,0,0,0,294110,388170,0,388170,717505,0,0,0,0,717505,946972,0,946972,2015
3,19917,5X,5X,United Parcel Service,3,31206000,9787000,16062000,2813000,28662000,59868000,31206000,28662000,59868000,55606000,15566000,28368000,5305000,49239000,104845000,55606000,49239000,104845000,2015
3,20007,5Y,5Y,Atlas Air Inc.,3,0,0,0,0,0,0,7203521,25191956,32395477,0,0,0,0,0,0,15827628,57030840,72858468,2015
3,19874,8C,8C,Air Transport International,2,0,0,0,0,0,0,10618,724327,734945,0,0,0,0,0,0,29465,2241612,2271077,2015
3,20363,9E,9E,Endeavor Air Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
3,20190,9S,9S,Southern Air Inc.,2,0,2793494,2496274,0,5289768,5289768,0,5289768,5289768,0,10112448,9036512,0,19148960,19148960,0,19148960,19148960,2015
3,19805,AA,AA,American Airlines Inc.,3,115965981,27324209,17475077,45601919,90401205,206367186,116510802,90615350,207126152,211610708,42846849,28904337,85351588,157102774,368713482,212526114,157507057,370033171,2015
3,20453,ABX,ABX,ABX Air Inc,2,37579,0,0,0,0,37579,37579,0,37579,101799,0,0,0,0,101799,101799,0,101799,2015
3,19930,AS,AS,Alaska Airlines Inc.,3,36221515,0,0,1250261,1250261,37471776,36268702,1250261,37518963,72877534,0,0,2419225,2419225,75296759,72962194,2419225,75381419,2015
3,20409,B6,B6,JetBlue Airways,3,48620309,0,0,9444194,9444194,58064503,48620309,9444194,58064503,102771307,0,0,19962691,19962691,122733998,102771307,19962691,122733998,2015
3,21167,CP,CP,Compass Airlines,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
3,19790,DL,DL,Delta Air Lines Inc.,3,149445127,56808818,42639870,31588684,131037372,280482499,150807913,131902531,282710444,394715231,150043741,112620643,83432192,346096576,740811807,398876443,348381638,747258081,2015
3,20366,EV,EV,ExpressJet Airlines Inc.,3,86925,0,0,0,0,86925,86925,0,86925,276920,0,0,0,0,276920,276920,0,276920,2015
3,20436,F9,F9,Frontier Airlines Inc.,3,12957801,0,0,2347330,2347330,15305131,13012731,2352242,15364973,25635507,0,0,4959037,4959037,30594544,25754714,4968657,30723371,2015
3,20203,FCQ,FCQ,Falcon Air Express,1,0,0,0,0,0,0,169651,0,169651,0,0,0,0,0,0,623800,0,623800,2015
3,20107,FX,FX,Federal Express Corporation,3,55709458,12295016,20590997,2191869,35077882,90787340,57380073,35960538,93340611,110410000,23803000,38912000,4850000,67565000,177975000,113550000,69793000,183343000,2015
3,20368,G4,G4,Allegiant Air,2,14238889,0,0,0,0,14238889,14700823,0,14700823,28643710,0,0,0,0,28643710,29624417,0,29624417,2015
3,20500,G7,G7,GoJet Airlines LLC d/b/a United Express,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
3,20166,GFQ,GFQ,Gulf And Caribbean Cargo,1,0,0,0,0,0,0,191505,108386,299891,0,0,0,0,0,0,462555,262968,725523,2015
3,20402,GL,GL,Miami Air International,2,0,0,0,0,0,0,437943,262192,700135,0,0,0,0,0,0,1157001,692685,1849686,2015
3,19690,HA,HA,Hawaiian Airlines Inc.,3,13423454,0,5848191,0,5848191,19271645,13498457,5852053,19350510,25212804,0,11392851,0,11392851,36605655,25358483,11400591,36759074,2015
3,20310,WL,K8,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,0,0,0,0,0,0,13552,248925,262477,0,0,0,0,0,0,25436,467205,492641,2015
3,20370,KAQ,KAQ,Kalitta Air LLC,2,0,0,0,0,0,0,2005482,3764006,5769488,0,0,0,0,0,0,3749921,7434929,11184850,2015
3,21629,KD,KD,Western Global,1,0,0,0,0,0,0,281778,296650,578428,0,0,0,0,0,0,0,0,0,2015
3,21634,KH,KH,Aloha Air Cargo,1,419295,0,0,0,0,419295,419295,0,419295,754295,0,0,0,0,754295,754295,0,754295,2015
3,20372,KLQ,KLQ,Kalitta Charters II,1,0,0,0,0,0,0,157011,68912,225923,0,0,0,0,0,0,364257,166328,530585,2015
3,20169,L2,L2,Lynden Air Cargo Airlines,1,80568,0,0,0,0,80568,116240,0,116240,193460,0,0,0,0,193460,296805,0,296805,2015
3,20151,M6,M6,Amerijet International,2,0,0,0,1605962,1605962,1605962,270806,1660843,1931649,0,0,0,3143979,3143979,3143979,530155,3251419,3781574,2015
3,20398,MQ,MQ,Envoy Air,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
3,20405,N8,MRQ,"National Air Cargo Group, Inc. d/b/a Murray Air",1,0,0,0,0,0,0,0,596769,596769,0,0,0,0,0,0,0,1373110,1373110,2015
3,20108,NC,NC,Northern Air Cargo Inc.,1,361138,0,0,0,0,361138,508582,25566,534148,720886,0,0,0,0,720886,1017800,50810,1068610,2015
3,20416,NK,NK,Spirit Air Lines,3,18244234,0,0,1848535,1848535,20092769,18244234,1848535,20092769,41123649,0,0,4166713,4166713,45290362,41123649,4166713,45290362,2015
3,20304,OO,OO,SkyWest Airlines Inc.,3,4113954,0,0,0,0,4113954,4113954,0,4113954,9230330,0,0,0,0,9230330,9230330,0,9230330,2015
3,20177,PFQ,PFQ,Asia Pacific,1,0,0,0,0,0,0,0,329495,329495,0,0,0,0,0,0,0,847818,847818,2015
3,20100,PO,PO,Polar Air Cargo Airways,3,2892042,692212,11068534,0,11760746,14652788,2892042,11760746,14652788,5314845,1544276,19997593,0,21541869,26856714,5314845,21541869,26856714,2015
3,20149,PRQ,PRQ,Florida West Airlines Inc.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
3,19687,QX,QX,Horizon Air,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
3,20448,S5,S5,Shuttle America Corp.,2,6434762,0,0,0,0,6434762,6434762,0,6434762,11218963,0,0,0,0,11218963,11218963,0,11218963,2015
3,20422,SY,SY,Sun Country Airlines d/b/a MN Airlines,2,2981517,0,0,1526442,1526442,4507959,3903840,1974099,5877939,5917289,0,0,3098944,3098944,9016233,7760416,4063064,11823480,2015
3,20447,U7,U7,USA Jet Airlines Inc.,2,0,0,0,0,0,0,463761,22690,486451,0,0,0,0,0,0,867233,60129,927362,2015
3,19977,UA,UA,United Air Lines Inc.,3,121171647,56960008,57132165,31580972,145673145,266844792,122086218,146103212,268189430,218163246,105477550,106859173,59862105,272198828,490362074,221282227,273016745,494298972,2015
3,20355,US,US,US Airways Inc.,3,74604232,12239494,0,7847430,20086924,94691156,75002959,20128616,95131575,129787946,22181416,0,14487387,36668803,166456749,130473559,36746749,167220308,2015
3,21171,VX,VX,Virgin America,3,13095555,0,0,161825,161825,13257380,13241708,161825,13403533,23051006,0,0,310294,310294,23361300,23330354,310294,23640648,2015
3,20308,WE,WE,Centurion Cargo Inc.,2,0,0,0,0,0,0,0,827829,827829,0,0,0,0,0,0,0,1433363,1433363,2015
3,20195,WI,WI,Sky Lease Cargo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
3,20287,WP,WP,Island Air Hawaii,1,155602,0,0,0,0,155602,155602,0,155602,305469,0,0,0,0,305469,305469,0,305469,2015
3,20377,X9,X9,Omni Air Express,2,0,0,0,0,0,0,345088,1681195,2026283,0,0,0,0,0,0,695256,5919966,6615222,2015
3,20207,XP,XP,XTRA Airways,1,0,0,0,0,0,0,143093,239443,382536,0,0,0,0,0,0,470775,787767,1258542,2015
3,20378,YV,YV,Mesa Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
3,20452,YX,YX,Republic Airlines,2,14890099,0,0,0,0,14890099,14890099,0,14890099,26937693,0,0,0,0,26937693,26937693,0,26937693,2015
3,20046,ZW,ZW,Air Wisconsin Airlines Corp,2,6624096,0,0,0,0,6624096,6624096,0,6624096,12971802,0,0,0,0,12971802,12971802,0,12971802,2015
3,19393,WN,WN,Southwest Airlines Co.,3,161798302,0,0,993128,993128,162791430,162120451,993128,163113579,303973670,0,0,2069882,2069882,306043552,304548604,2069882,306618486,2015
4,21236,0JQ,0JQ,Vision Airlines,1,0,0,0,0,0,0,0,41992,41992,0,0,0,0,0,0,0,97169,97169,2015
4,21352,0WQ,0WQ,Avjet Corporation,1,0,0,0,0,0,0,194166,71112,265278,0,0,0,0,0,0,634923,164269,799192,2015
4,20397,OH,16,PSA Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
4,21645,23Q,23Q,Sky King Inc.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
4,20408,5V,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,266693,0,0,0,0,266693,417446,0,417446,673444,0,0,0,0,673444,1054120,0,1054120,2015
4,19917,5X,5X,United Parcel Service,3,31799000,9786000,16052000,3035000,28873000,60672000,31799000,28873000,60672000,54787000,15093000,27449000,5570000,48112000,102899000,54787000,48112000,102899000,2015
4,20007,5Y,5Y,Atlas Air Inc.,3,0,0,0,0,0,0,5636955,25931307,31568262,0,0,0,0,0,0,12923185,59999563,72922748,2015
4,19874,8C,8C,Air Transport International,2,0,0,0,0,0,0,0,852865,852865,0,0,0,0,0,0,0,2575768,2575768,2015
4,20363,9E,9E,Endeavor Air Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
4,20190,9S,9S,Southern Air Inc.,2,0,2310633,2570409,0,4881042,4881042,0,4881042,4881042,0,8364491,9304881,0,17669372,17669372,0,17669372,17669372,2015
4,19805,AA,AA,American Airlines Inc.,3,115848748,29250359,16938637,40872430,87061426,202910174,116256083,87249474,203505557,205606342,43581340,27835201,74718819,146135360,351741702,206306881,146495884,352802765,2015
4,20453,ABX,ABX,ABX Air Inc,2,52597,0,0,0,0,52597,52597,0,52597,139151,0,0,0,0,139151,139151,0,139151,2015
4,19930,AS,AS,Alaska Airlines Inc.,3,34664669,0,0,1139400,1139400,35804069,34743425,1139400,35882825,68176111,0,0,2180580,2180580,70356691,68313621,2180580,70494201,2015
4,20409,B6,B6,JetBlue Airways,3,47056338,0,0,10307057,10307057,57363395,47056338,10307057,57363395,94860351,0,0,20777882,20777882,115638233,94860351,20777882,115638233,2015
4,21167,CP,CP,Compass Airlines,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
